,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
675,2010-09-01,80,71,76,8,67,70,0,11,517,1827,"{'BR', 'RA'}",0.16,29.24,29.9,6.0,22,7.1
676,2010-09-02,83,65,74,6,67,70,0,9,518,1826,"{'RA', 'BR', 'TS'}",1.24,29.12,29.8,6.3,21,7.4
677,2010-09-03,71,56,64,-4,51,57,1,0,519,1824,set(),0.0,29.14,29.82,15.5,28,15.9
678,2010-09-04,68,51,60,-8,43,51,5,0,520,1822,{'RA'},0.01,29.28,29.96,11.3,29,11.9
679,2010-09-05,76,50,64,-3,49,56,1,0,521,1821,{'RA'},0.01,29.24,29.95,7.55,20,8.5
680,2010-09-06,83,67,75,8,51,60,0,10,522,1819,set(),0.0,29.15,29.83,14.0,20,14.6
681,2010-09-07,78,59,69,2,48,58,0,4,523,1817,set(),0.0,29.24,29.9,16.8,25,18.0
682,2010-09-08,71,52,61,-4,47,54,3,0,524,1815,set(),0.0,29.42,30.08,3.8,33,7.15
683,2010-09-09,67,51,60,-6,49,54,5,0,525,1814,set(),0.0,29.39,30.08,5.45,3,6.7
684,2010-09-10,72,57,65,-1,50,57,0,0,526,1812,set(),0.0,29.26,29.97,9.1,9,10.2
685,2010-09-11,75,58,67,2,54,59,0,2,527,1810,"{'BR', 'RA'}",0.2,29.18,29.86,1.75,24,9.15
686,2010-09-12,83,53,68,3,50,59,0,3,528,1809,set(),0.0,29.32,29.99,7.7,25,8.05
687,2010-09-13,82,59,71,6,51,59,0,6,529,1807,set(),0.0,29.32,30.0,2.95,28,5.35
688,2010-09-14,77,56,67,3,48,57,0,2,530,1805,set(),0.0,29.41,30.09,4.2,6,5.25
689,2010-09-15,75,60,67,3,53,59,0,2,531,1803,"{'BR', 'RA'}",0.02,29.28,30.01,7.5,12,8.8
690,2010-09-16,69,55,62,-1,55,59,2,0,532,1760,"{'BR', 'RA', 'HZ'}",0.1,29.22,29.88,7.0,33,12.15
691,2010-09-17,74,50,62,-1,49,56,2,0,533,1758,set(),0.0,29.39,30.06,3.85,19,4.65
692,2010-09-18,65,59,62,-1,55,58,2,0,535,1756,"{'RA', 'BR', 'TS'}",0.28,29.46,30.12,2.95,3,6.9
693,2010-09-19,67,55,61,-1,48,55,3,0,536,1755,{'RA'},0.01,29.48,30.18,7.25,4,8.15
694,2010-09-20,76,62,69,7,60,63,0,4,537,1753,set(),0.01,29.32,30.03,4.95,12,6.8
695,2010-09-21,88,67,78,16,63,67,0,13,538,1751,"{'TS', 'RA'}",0.04,29.2,29.86,10.0,22,10.95
696,2010-09-22,74,63,69,7,61,63,0,4,539,1749,{'BR'},0.0,29.34,30.02,2.3,7,5.6
697,2010-09-23,89,65,77,16,61,68,0,12,540,1748,{'BR'},0.0,29.18,29.88,15.55,20,16.0
698,2010-09-24,79,56,68,7,53,59,0,3,541,1746,"{'BR', 'RA'}",0.23,29.21,29.88,15.2,25,16.95
699,2010-09-25,60,52,56,-5,43,49,9,0,542,1744,{'RA'},0.0,29.42,30.1,7.1,36,9.2
700,2010-09-26,60,51,55,-4,44,49,9,0,543,1742,{'RA'},0.03,29.42,30.12,10.35,2,10.95
701,2010-09-27,64,48,56,-3,45,50,8,0,544,1741,"{'RA', 'HZ'}",0.0,29.21,29.95,1.0,4,3.8
702,2010-09-28,70,46,58,0,44,51,6,0,545,1739,set(),0.0,29.1,29.8,2.3,4,3.7
703,2010-09-29,75,51,63,4,46,54,1,0,546,1737,set(),0.0,29.12,29.81,5.25,21,5.6
704,2010-09-30,74,52,63,4,49,55,1,0,547,1735,set(),0.0,29.26,29.92,8.3,18,9.7
705,2010-10-01,73,48,61,3,43,52,3,0,548,1734,"{'BR', 'RA'}",0.05,29.34,30.04,4.05,28,5.9
706,2010-10-02,56,45,51,-7,41,46,14,0,549,1732,"{'RA', 'DZ'}",0.26,29.49,30.17,16.35,36,16.6
707,2010-10-03,56,42,49,-7,38,44,15,0,550,1730,{'RA'},0.04,29.66,30.36,10.0,18,11.15
708,2010-10-04,59,39,49,-7,39,45,15,0,552,1729,set(),0.0,29.67,30.38,2.2,2,4.0
709,2010-10-05,67,39,53,-3,37,46,11,0,553,1727,set(),0.0,29.62,30.34,1.0,34,3.1
710,2010-10-06,78,45,62,6,43,52,3,0,554,1725,set(),0.0,29.36,30.08,6.85,27,7.6
711,2010-10-07,76,49,63,7,39,50,2,0,555,1724,set(),0.0,29.39,30.08,4.35,30,5.35
712,2010-10-08,79,48,64,8,38,51,1,0,556,1722,set(),0.0,29.34,30.03,7.0,24,7.2
713,2010-10-09,86,55,71,16,50,59,0,6,557,1720,set(),0.0,29.28,29.98,3.2,24,3.9
714,2010-10-10,84,58,71,16,50,59,0,6,558,1719,set(),0.0,29.2,29.88,3.85,25,4.0
715,2010-10-11,81,55,68,14,52,58,0,3,559,1717,set(),0.0,29.15,29.82,1.85,18,4.15
716,2010-10-12,76,53,64,10,54,58,0,0,600,1715,set(),0.0,29.24,29.92,3.2,6,4.45
717,2010-10-13,64,47,56,3,47,52,8,0,602,1714,"{'TS', 'RA'}",0.18,29.38,30.06,7.25,35,8.45
718,2010-10-14,66,43,55,2,32,45,10,0,603,1712,set(),0.0,29.24,29.96,6.85,27,8.6
719,2010-10-15,62,45,54,1,41,47,10,0,604,1711,set(),0.0,29.37,30.06,6.5,18,8.65
720,2010-10-16,71,42,57,5,39,48,8,0,605,1709,{'BR'},0.0,29.34,30.04,7.2,22,8.1
721,2010-10-17,64,47,56,4,37,46,9,0,606,1707,set(),0.0,29.38,30.08,3.65,2,5.35
722,2010-10-18,60,44,52,1,40,47,12,0,607,1706,set(),0.0,29.32,30.02,4.55,4,5.9
723,2010-10-19,60,39,50,0,35,43,14,0,608,1704,set(),0.0,29.26,29.98,5.7,27,6.8
724,2010-10-20,70,45,57,7,35,46,7,0,610,1703,set(),0.01,29.06,29.76,10.05,26,12.15
725,2010-10-21,56,39,48,-2,29,40,17,0,611,1701,set(),0.0,29.28,29.96,8.95,30,9.4
726,2010-10-22,64,35,50,0,30,42,15,0,612,1660,set(),0.02,29.38,30.08,5.35,21,5.8
727,2010-10-23,66,54,60,11,45,52,4,0,613,1658,"{'RA', 'BR', 'TS'}",0.16,29.23,29.94,9.9,20,10.85
728,2010-10-24,72,55,64,15,52,57,1,0,614,1657,"{'BR', 'TS', 'RA'}",0.53,29.02,29.74,8.05,20,9.05
729,2010-10-25,72,56,64,16,56,60,0,0,616,1656,{'BR'},0.0,28.77,29.5,10.85,19,11.55
730,2010-10-26,70,54,62,14,47,53,2,0,617,1654,"{'BR', 'RA'}",0.32,28.59,29.24,21.65,21,23.85
731,2010-10-27,65,43,54,6,31,44,11,0,618,1653,set(),0.0,28.96,29.6,21.3,24,22.65
732,2010-10-28,46,39,43,-4,30,38,22,0,619,1651,set(),0.0,29.46,30.11,14.3,28,14.65
733,2010-10-29,50,32,41,-5,26,36,23,0,620,1650,set(),0.0,29.52,30.24,5.75,24,7.95
734,2010-10-30,63,41,52,6,32,42,12,0,622,1649,set(),0.0,29.18,29.89,6.3,24,13.3
735,2010-10-31,52,37,45,-1,30,39,20,0,623,1647,set(),0.0,29.52,30.2,7.4,2,8.4
736,2011-05-01,63,49,56,3,37,47,8,0,448,1849,set(),0.0,29.29,29.94,11.3,26,11.75
737,2011-05-02,59,42,51,-2,31,42,13,0,447,1850,set(),0.0,29.49,30.16,4.95,36,9.9
738,2011-05-03,50,37,44,-9,30,38,20,0,446,1851,"{'RA', 'DZ'}",0.01,29.53,30.23,7.45,2,8.15
739,2011-05-04,58,37,47,-6,29,40,17,0,444,1852,set(),0.0,29.66,30.37,4.75,3,7.45
740,2011-05-05,62,38,50,-4,39,46,14,0,443,1853,"{'BR', 'RA'}",0.08,29.36,30.12,10.65,19,11.2
741,2011-05-06,68,44,56,1,39,48,8,0,442,1855,"{'BR', 'RA'}",0.0,29.14,29.87,7.35,27,8.55
742,2011-05-07,60,44,52,-2,45,49,12,0,441,1856,set(),0.01,29.16,29.84,5.2,5,7.4
743,2011-05-08,68,41,55,-1,43,49,10,0,439,1857,set(),0.0,29.3,29.98,6.75,6,7.5
744,2011-05-09,73,49,61,5,45,54,3,0,438,1858,{'RA'},0.01,29.18,29.89,14.8,11,15.15
745,2011-05-10,90,63,77,21,60,66,0,12,437,1859,{'HZ'},0.0,29.03,29.72,6.75,15,8.6
746,2011-05-11,87,65,76,19,65,68,0,11,436,1860,"{'RA', 'BR', 'TS', 'HZ'}",0.2,29.13,29.79,3.95,14,6.5
747,2011-05-12,86,60,73,16,62,66,0,8,435,1901,"{'RA', 'BR', 'TS', 'HZ'}",0.16,29.1,29.78,4.95,19,7.75
748,2011-05-13,77,47,62,4,54,56,3,0,434,1902,"{'BR', 'RA'}",0.02,29.04,29.72,10.3,2,11.25
749,2011-05-14,52,45,49,-9,46,47,16,0,433,1903,"{'RA', 'DZ', 'BR'}",0.37,29.03,29.72,16.85,1,17.05
750,2011-05-15,47,41,44,-13,37,41,20,0,432,1904,"{'BR', 'RA'}",0.34,29.17,29.85,20.1,1,20.15
751,2011-05-16,52,38,46,-13,30,40,19,0,431,1905,set(),0.0,29.31,30.01,13.7,1,14.0
752,2011-05-17,60,40,50,-9,34,43,15,0,430,1906,set(),0.0,29.24,29.96,12.65,2,13.15
753,2011-05-18,59,49,54,-5,48,50,10,0,429,1907,"{'RA', 'DZ', 'BR', 'HZ'}",0.05,29.18,29.88,6.4,1,7.05
754,2011-05-19,72,49,61,1,53,55,3,0,428,1908,"{'VC', 'BR', 'HZ', 'FG'}",0.0,29.32,30.0,3.3,2,5.4
755,2011-05-20,72,50,61,0,53,56,3,0,427,1909,{'BR'},0.0,29.33,30.03,5.45,6,6.1
756,2011-05-21,75,50,63,2,59,62,1,0,426,1910,"{'BR', 'HZ'}",0.01,29.16,29.87,7.55,15,8.55
757,2011-05-22,87,63,75,14,59,64,0,10,425,1911,"{'RA', 'BR', 'TS'}",0.35,28.98,29.7,10.75,18,11.5
758,2011-05-23,79,62,71,10,59,64,0,6,425,1912,set(),0.01,28.95,29.62,10.65,24,11.9
759,2011-05-24,67,47,58,-4,47,52,7,0,424,1913,set(),0.06,29.18,29.85,11.55,3,11.95
760,2011-05-25,71,48,59,-2,52,54,5,0,423,1914,"{'RA', 'BR', 'TS'}",2.07,28.94,29.66,9.25,3,10.9
761,2011-05-26,49,43,46,-15,40,43,18,0,422,1915,"{'BR', 'RA'}",0.84,29.17,29.84,18.25,1,18.35
762,2011-05-27,58,41,49,-12,41,46,15,0,422,1916,{'RA'},0.01,29.24,29.94,6.95,4,8.35
763,2011-05-28,63,51,57,-5,55,56,7,0,421,1916,"{'RA', 'DZ', 'BR', 'TS', 'HZ'}",0.18,29.13,29.83,5.2,18,6.25
764,2011-05-29,71,54,63,-1,59,60,2,0,421,1917,"{'BR', 'RA', 'FG', 'TS', 'FG+'}",1.4,29.2,29.86,3.6,11,6.15
765,2011-05-30,89,60,75,11,65,69,0,10,420,1918,set(),0.0,29.3,29.96,11.8,19,12.2
766,2011-05-31,86,69,78,14,64,69,0,13,420,1919,"{'TS', 'RA'}",0.04,29.38,30.03,12.4,22,13.2
767,2011-06-01,81,61,71,7,49,59,0,6,419,1920,set(),0.0,29.48,30.16,11.1,26,11.0
768,2011-06-02,69,56,63,-1,44,53,2,0,419,1920,{'RA'},0.02,29.48,30.18,8.95,6,9.5
769,2011-06-03,87,56,72,8,61,67,0,7,418,1921,{'RA'},0.1,29.34,30.04,10.4,16,11.05
770,2011-06-04,91,65,78,14,64,68,0,13,418,1922,"{'TS', 'RA'}",0.34,29.34,30.01,2.2,26,8.3
771,2011-06-05,84,61,73,8,55,62,0,8,417,1923,set(),0.01,29.38,30.07,2.9,7,5.2
772,2011-06-06,93,61,77,11,63,69,0,12,417,1923,set(),0.0,29.18,29.88,8.15,20,9.15
773,2011-06-07,96,76,86,20,64,72,0,21,417,1924,set(),0.0,29.14,29.81,10.0,23,10.35
774,2011-06-08,95,66,81,15,63,71,0,16,417,1925,"{'RA', 'BR', 'TS'}",0.43,29.16,29.8,10.45,23,12.75
775,2011-06-09,69,51,60,-5,53,55,4,0,416,1925,"{'RA', 'BR', 'TS'}",1.55,29.31,29.99,7.5,4,12.25
776,2011-06-10,70,51,60,-6,56,57,4,0,416,1926,"{'RA', 'BR', 'TS', 'HZ'}",0.48,29.24,29.93,6.25,2,7.75
777,2011-06-11,63,52,58,-9,54,55,7,0,416,1926,"{'RA', 'TS', 'DZ', 'FG', 'BR', 'FG+'}",0.06,29.26,29.94,5.05,3,5.75
778,2011-06-12,64,50,57,-10,45,52,7,0,416,1927,{'BR'},0.0,29.41,30.1,8.85,2,9.4
779,2011-06-13,71,55,63,-4,43,53,1,0,416,1927,set(),0.0,29.42,30.11,7.75,6,8.25
780,2011-06-14,77,55,66,-1,49,56,0,1,416,1928,set(),0.0,29.28,30.01,7.8,9,8.45
781,2011-06-15,71,57,64,-3,59,61,0,0,416,1928,"{'RA', 'BR', 'TS'}",0.82,29.04,29.73,8.8,15,11.2
782,2011-06-16,81,61,71,2,59,63,0,6,416,1929,"{'BR', 'RA'}",0.04,29.08,29.76,6.05,27,8.3
783,2011-06-17,82,62,72,3,60,64,0,7,416,1929,set(),0.0,29.16,29.82,5.55,6,6.4
784,2011-06-18,83,62,73,3,62,65,0,8,416,1929,set(),0.0,29.13,29.81,4.55,7,6.4
785,2011-06-19,82,64,73,3,65,68,0,8,416,1930,{'BR'},0.0,29.06,29.74,3.9,12,5.05
786,2011-06-20,79,67,73,3,67,69,0,8,416,1930,"{'RA', 'BR', 'TS'}",0.7,29.04,29.71,7.1,16,8.8
787,2011-06-21,89,67,78,8,70,72,0,13,416,1930,"{'RA', 'SQ', 'BR', 'TS'}",0.26,28.95,29.64,11.25,18,11.95
788,2011-06-22,74,65,70,0,62,65,0,5,417,1931,{'RA'},0.02,28.92,29.59,12.75,21,13.4
789,2011-06-23,71,62,67,-2,59,62,0,2,417,1931,"{'BR', 'RA'}",0.03,28.93,29.6,12.0,26,13.1
790,2011-06-24,68,60,64,-7,55,59,1,0,417,1931,set(),0.0,29.1,29.76,8.95,29,9.15
791,2011-06-25,78,59,69,-1,52,60,0,4,417,1931,{'RA'},0.0,29.24,29.92,3.2,9,5.2
792,2011-06-26,80,60,70,0,53,60,0,5,418,1931,set(),0.0,29.26,29.94,6.15,9,6.95
793,2011-06-27,80,66,73,2,63,67,0,8,418,1931,"{'BR', 'RA', 'HZ'}",0.08,29.12,29.8,6.65,21,10.0
794,2011-06-28,81,64,72,1,53,61,0,7,419,1931,set(),0.0,29.31,29.98,8.15,30,9.1
795,2011-06-29,80,61,71,0,55,62,0,6,419,1931,set(),0.0,29.38,30.05,3.8,8,5.65
796,2011-06-30,88,63,76,4,61,67,0,11,419,1931,"{'VC', 'TS', 'RA'}",0.02,29.31,29.99,8.7,16,10.0
797,2011-07-01,89,71,80,8,62,68,0,15,420,1931,"{'TS', 'RA'}",0.0,29.28,29.96,12.35,18,12.85
798,2011-07-02,93,72,83,11,70,74,0,18,420,1931,{'BR'},0.0,29.28,29.94,3.5,23,7.9
799,2011-07-03,85,69,77,5,57,65,0,12,421,1931,set(),0.0,29.3,29.97,4.55,2,6.0
800,2011-07-04,88,66,77,5,54,63,0,12,422,1930,{'FU'},0.0,29.29,29.96,3.1,6,4.4
801,2011-07-05,91,67,80,8,59,68,0,15,422,1930,set(),0.0,29.28,29.95,5.05,27,5.9
802,2011-07-06,86,70,78,6,60,67,0,13,423,1930,set(),0.0,29.3,29.96,5.8,4,7.4
803,2011-07-07,81,64,73,1,54,62,0,8,423,1930,{'RA'},0.04,29.25,29.94,5.4,7,6.65
804,2011-07-08,86,63,75,2,51,62,0,10,424,1929,set(),0.0,29.2,29.87,5.15,5,6.25
805,2011-07-09,90,64,77,4,59,67,0,12,425,1929,set(),0.0,29.24,29.91,5.3,18,6.2
806,2011-07-10,91,74,83,10,67,72,0,18,425,1929,{'HZ'},0.01,29.2,29.88,8.55,19,8.9
807,2011-07-11,89,70,80,7,70,74,0,15,426,1928,"{'BR', 'TS', 'RA', 'HZ'}",0.26,29.15,29.82,5.4,24,8.25
808,2011-07-12,87,70,79,6,63,69,0,14,427,1928,{'RA'},0.01,29.28,29.93,5.05,3,7.35
809,2011-07-13,74,64,69,-3,57,62,0,4,428,1927,set(),0.0,29.38,30.05,11.05,4,11.55
810,2011-07-14,82,62,72,0,56,63,0,7,428,1927,set(),0.0,29.33,30.01,6.9,9,8.35
811,2011-07-15,86,70,79,5,60,66,0,14,429,1926,set(),0.0,29.3,29.97,5.8,9,6.75
812,2011-07-16,89,72,81,7,60,68,0,16,430,1925,{'RA'},0.0,29.35,30.01,2.95,19,3.5
813,2011-07-17,95,71,83,9,69,74,0,18,431,1925,set(),0.0,29.38,30.05,6.5,22,6.8
814,2011-07-18,92,80,86,12,74,77,0,21,432,1924,"{'RA', 'HZ'}",0.01,29.26,29.95,10.9,24,11.25
815,2011-07-19,92,78,86,12,72,76,0,21,433,1923,{'BR'},0.0,29.2,29.88,3.85,6,6.4
816,2011-07-20,99,75,87,13,73,77,0,22,433,1923,"{'BR', 'TS', 'HZ'}",0.01,29.12,29.79,8.3,23,10.3
817,2011-07-21,100,78,89,15,71,76,0,24,434,1922,{'TS'},0.01,29.13,29.78,5.75,27,9.4
818,2011-07-22,94,70,82,8,70,73,0,-3,435,1921,"{'RA', 'BR', 'TS'}",0.84,29.2,29.87,2.75,9,8.6
819,2011-07-23,87,70,79,5,70,73,0,14,436,1920,"{'RA', 'VC', 'BR', 'TS'}",3.45,29.26,29.94,0.75,25,5.1
820,2011-07-24,87,72,80,6,69,72,0,15,437,1919,"{'RA', 'VC', 'BR', 'TS', 'FG'}",0.1,29.29,29.96,1.1,21,6.05
821,2011-07-25,89,73,81,7,66,71,0,16,438,1918,set(),0.0,29.22,29.9,2.75,33,6.3
822,2011-07-26,84,71,78,4,62,68,0,13,439,1918,set(),0.0,29.2,29.87,6.1,5,8.25
823,2011-07-27,91,70,80,6,66,70,0,15,440,1917,"{'BR', 'TS', 'RA'}",0.36,29.17,29.84,6.1,16,9.7
824,2011-07-28,87,73,80,6,71,74,0,15,441,1916,"{'RA', 'BR', 'TS'}",0.36,29.23,29.88,3.25,22,6.8
825,2011-07-29,86,72,79,5,68,71,0,14,442,1915,"{'BR', 'TS', 'RA'}",0.53,29.31,29.97,3.9,4,5.75
826,2011-07-30,91,67,79,5,64,70,0,14,443,1914,set(),0.0,29.38,30.04,2.2,12,3.4
827,2011-07-31,90,70,80,6,69,73,0,15,444,1913,set(),0.0,29.38,30.05,4.7,24,5.0
828,2011-08-01,91,75,83,10,71,75,0,18,445,1911,"{'BR', 'HZ'}",0.0,29.3,29.98,3.65,26,5.4
829,2011-08-02,93,74,84,11,73,76,0,19,446,1910,"{'TS', 'RA', 'HZ'}",0.36,29.07,29.76,8.15,20,8.8
830,2011-08-03,86,72,79,6,66,71,0,14,447,1909,{'BR'},0.0,29.14,29.8,8.25,1,9.15
831,2011-08-04,83,69,76,3,66,69,0,11,448,1908,set(),0.0,29.28,29.93,5.05,5,6.35
832,2011-08-05,83,69,76,3,68,71,0,11,449,1907,{'RA'},0.01,29.24,29.92,4.6,6,5.75
833,2011-08-06,85,72,79,6,70,72,0,14,450,1906,"{'BR', 'RA'}",0.43,29.12,29.81,1.9,4,3.85
834,2011-08-07,86,69,78,5,69,71,0,13,451,1904,"{'RA', 'BR', 'TS', 'HZ'}",0.62,29.06,29.74,4.1,26,6.0
835,2011-08-08,80,68,74,1,67,69,0,9,452,1903,"{'RA', 'BR', 'TS'}",0.46,29.03,29.71,3.4,5,6.0
836,2011-08-09,81,65,73,0,61,66,0,8,453,1902,{'BR'},0.0,29.0,29.66,10.9,27,11.35
837,2011-08-10,77,61,69,-3,54,61,0,4,454,1900,set(),0.0,29.17,29.83,5.85,31,8.35
838,2011-08-11,81,58,70,-3,54,61,0,5,455,1859,set(),0.0,29.28,29.94,2.35,23,3.6
839,2011-08-12,81,62,72,0,58,64,0,7,456,1858,set(),0.0,29.25,29.94,8.25,19,8.45
840,2011-08-13,83,64,74,1,63,66,0,9,457,1856,"{'RA', 'BR', 'TS', 'GR'}",0.84,29.17,29.85,4.45,25,7.25
841,2011-08-14,75,62,69,-3,60,63,0,4,458,1855,{'RA'},0.01,29.26,29.94,11.05,35,12.15
842,2011-08-15,81,58,70,-2,55,62,0,5,459,1854,set(),0.0,29.3,29.97,2.55,3,5.05
843,2011-08-16,84,62,73,1,57,63,0,8,500,1852,set(),0.0,29.35,30.02,2.6,18,3.45
844,2011-08-17,83,63,73,1,62,67,0,8,501,1851,set(),0.0,29.34,30.02,5.8,21,6.1
845,2011-08-18,84,69,77,5,61,66,0,12,502,1849,{'HZ'},0.0,29.26,29.95,2.55,5,5.2
846,2011-08-19,86,65,76,5,62,68,0,11,503,1848,set(),0.0,29.2,29.88,4.0,13,5.5
847,2011-08-20,79,67,73,2,67,69,0,8,504,1846,"{'RA', 'TS', 'FG', 'BR'}",0.75,29.25,29.91,1.65,18,4.15
848,2011-08-21,80,65,73,2,58,63,0,8,505,1845,"{'BR', 'RA'}",0.01,29.29,29.96,7.5,32,8.05
849,2011-08-22,82,60,71,0,59,64,0,6,506,1843,set(),0.0,29.33,30.02,1.15,17,3.8
850,2011-08-23,73,64,69,-2,62,65,0,4,508,1842,"{'RA', 'BR', 'TS'}",0.52,29.14,29.86,8.75,20,9.65
851,2011-08-24,91,69,81,10,65,70,0,16,509,1840,{'BR'},0.0,29.02,29.69,8.15,26,10.85
852,2011-08-25,81,64,73,3,59,64,0,8,510,1839,set(),0.0,29.3,29.94,3.6,19,7.15
853,2011-08-26,83,60,71,1,58,63,0,6,511,1837,set(),0.0,29.29,29.98,1.55,23,3.35
854,2011-08-27,82,65,74,4,61,66,0,9,512,1835,set(),0.0,29.24,29.92,8.15,1,9.25
855,2011-08-28,77,61,69,-1,56,61,0,4,513,1834,set(),0.0,29.24,29.92,7.75,1,8.55
856,2011-08-29,78,60,69,0,56,62,0,4,514,1832,set(),0.0,29.34,30.01,1.25,4,3.85
857,2011-08-30,77,62,70,0,55,61,0,5,515,1831,{'RA'},0.03,29.35,30.02,5.6,15,6.55
858,2011-08-31,87,65,76,7,64,68,0,11,516,1829,{'RA'},0.03,29.26,29.94,5.4,17,7.85
859,2011-09-01,93,72,83,15,70,75,0,18,517,1827,set(),0.0,29.23,29.9,5.5,21,6.1
860,2011-09-02,93,77,85,17,69,74,0,20,518,1826,{'HZ'},0.0,29.21,29.88,4.45,21,7.0
861,2011-09-03,88,70,79,11,67,71,0,14,519,1824,"{'BR', 'RA', 'HZ'}",0.08,29.18,29.86,1.85,24,5.95
862,2011-09-04,73,59,66,-1,54,60,0,1,520,1822,{'RA'},0.0,29.26,29.93,10.6,32,11.5
863,2011-09-05,66,52,59,-7,45,52,5,0,521,1821,set(),0.0,29.41,30.08,15.05,18,15.7
864,2011-09-06,66,54,60,-6,46,53,4,0,522,1819,set(),0.0,29.46,30.15,11.65,3,12.2
865,2011-09-07,70,55,62,-4,47,54,2,0,523,1817,set(),0.0,29.44,30.14,11.3,1,12.05
866,2011-09-08,74,59,67,1,53,59,0,2,524,1815,"{'BR', 'RA', 'DZ'}",0.03,29.35,30.04,13.95,2,14.3
867,2011-09-09,72,62,67,1,60,62,0,2,525,1814,"{'BR', 'RA'}",0.06,29.26,29.95,8.05,4,8.35
868,2011-09-10,77,57,67,1,59,62,0,2,526,1812,"{'BR', 'FG+'}",0.0,29.32,29.99,0.9,14,2.55
869,2011-09-11,83,58,71,6,59,63,0,6,527,1810,{'BR'},0.0,29.3,29.98,4.7,26,5.1
870,2011-09-12,86,64,75,10,59,65,0,10,528,1809,set(),0.0,29.21,29.9,9.85,23,10.1
871,2011-09-13,74,57,66,1,54,60,0,1,529,1807,"{'BR', 'HZ', 'FU'}",0.0,29.23,29.9,4.15,31,8.25
872,2011-09-14,59,47,53,-10,44,50,11,0,530,1805,"{'HZ', 'FU', 'RA', 'BR'}",0.04,29.43,30.1,6.15,33,7.3
873,2011-09-15,59,43,51,-12,35,44,13,0,531,1803,set(),0.0,29.64,30.32,7.3,18,8.75
874,2011-09-16,58,47,53,-11,39,47,12,0,532,1760,set(),0.0,29.62,30.33,2.0,10,3.5
875,2011-09-17,68,51,60,-4,44,52,5,0,533,1758,set(),0.0,29.56,30.27,8.2,11,9.25
876,2011-09-18,65,55,60,-3,54,57,4,0,535,1756,"{'RA', 'DZ', 'BR'}",0.38,29.38,30.11,8.15,14,8.75
877,2011-09-19,68,55,62,-1,58,60,3,0,536,1755,"{'BR', 'RA'}",0.32,29.27,29.96,3.95,27,5.8
878,2011-09-20,74,51,63,1,54,58,2,0,537,1753,"{'MI', 'FG', 'BR', 'BC', 'FG+'}",0.0,29.3,29.97,6.55,17,6.7
879,2011-09-21,71,56,64,2,49,56,0,0,538,1751,{'RA'},0.01,29.26,29.94,9.8,24,10.65
880,2011-09-22,63,52,58,-4,47,52,7,0,539,1749,set(),0.0,29.39,30.08,5.55,26,7.05
881,2011-09-23,62,48,55,-6,45,50,10,0,540,1748,{'RA'},0.01,29.35,30.06,5.0,36,6.7
882,2011-09-24,62,51,57,-4,48,51,8,0,541,1746,"{'BR', 'RA'}",0.11,29.28,29.98,3.25,3,4.95
883,2011-09-25,64,52,58,-2,53,55,6,0,542,1744,"{'BR', 'RA'}",0.16,29.16,29.87,4.4,13,5.65
884,2011-09-26,61,53,57,-2,50,53,7,0,543,1742,"{'BR', 'RA'}",1.06,28.95,29.65,8.45,18,13.9
885,2011-09-27,63,54,59,-1,53,55,6,0,544,1741,"{'BR', 'RA'}",0.28,29.02,29.7,3.35,5,7.7
886,2011-09-28,63,53,58,0,54,55,6,0,545,1739,"{'BR', 'RA'}",0.46,29.1,29.78,6.1,32,6.85
887,2011-09-29,66,50,58,0,50,53,6,0,546,1737,"{'RA', 'DZ', 'BR'}",0.08,29.01,29.7,11.45,27,13.1
888,2011-09-30,57,46,52,-7,41,47,13,0,547,1735,{'RA'},0.13,29.34,30.01,15.0,34,15.65
889,2011-10-01,56,43,49,-8,40,45,15,0,548,1734,set(),0.01,29.56,30.26,10.15,35,10.75
890,2011-10-02,65,41,53,-4,38,46,11,0,549,1732,set(),0.0,29.5,30.22,4.4,32,5.0
891,2011-10-03,69,44,57,0,44,50,7,0,550,1730,set(),0.0,29.51,30.2,3.5,2,4.55
892,2011-10-04,75,44,60,3,47,52,5,0,552,1729,set(),0.0,29.55,30.25,0.9,15,2.0
893,2011-10-05,80,50,65,8,47,55,0,0,553,1727,set(),0.0,29.52,30.22,1.6,17,3.05
894,2011-10-06,81,53,67,11,50,58,0,2,554,1725,set(),0.0,29.54,30.22,3.85,15,4.6
895,2011-10-07,84,56,70,14,52,59,0,5,555,1724,set(),0.0,29.56,30.24,6.95,17,7.25
896,2011-10-08,82,57,70,14,53,60,0,5,556,1722,set(),0.0,29.59,30.27,6.75,19,7.25
897,2011-10-09,80,54,67,12,51,58,0,2,557,1720,set(),0.0,29.58,30.28,2.95,9,3.8
898,2011-10-10,76,56,66,11,50,57,0,1,558,1719,set(),0.0,29.42,30.12,5.55,16,6.2
899,2011-10-11,78,57,68,14,53,59,0,3,559,1717,set(),0.0,29.26,29.97,3.95,14,4.75
900,2011-10-12,77,56,67,13,51,58,0,2,600,1715,set(),0.0,29.06,29.76,6.5,14,7.45
901,2011-10-13,65,52,58,5,55,57,6,0,602,1714,"{'BR', 'RA'}",0.38,28.84,29.54,3.55,25,6.5
